512,0,0,319,1,0,0,117,0
R,104,66503,0
R,106,62856,0
R,108,59765,0
R,110,57358,0
R,111,56309,0
R,114,53932,0
R,116,52659,1
R,118,51642,0
R,120,50800,0
R,121,50432,1
R,124,49344,0
R,125,49113,0
R,129,48189,1
R,133,47371,1
R,135,47087,0
R,144,45810,1
R,147,45446,1
R,152,45181,1
R,159,44810,0
R,182,43668,0
R,188,43578,1
R,195,43473,1
R,224,43038,1
