kind,ordinal,begin_ns,end_ns
1,0,75039898213559,75039910271320
0,0,75039898211219,75039926700975
1,1,75042141878134,75042141879074
0,1,75042141877454,75042156255131
1,2,75042181685645,75042181685835
0,2,75042181685605,75042192594682
1,3,75042207679705,75042208519591
0,3,75042207679675,75042224353800
1,4,75042269841518,75042269841958
0,4,75042269841488,75042276851618
1,5,75042296612484,75042296612654
0,5,75042296612374,75042307745250
1,6,75042324505724,75042324506084
0,6,75042324505704,75042343658184
1,7,75042351882317,75042359080025
0,7,75042351882197,75042374578196
1,8,75042383622724,75042390055467
0,8,75042383622584,75042410615979
1,9,75042418746672,75042426089750
0,9,75042418746392,75042441582421
1,10,75042450375461,75042457023852
0,10,75042450375431,75042477571054
1,11,75042487473787,75042493051805
0,11,75042487473677,75042508542246
1,12,75042517891903,75042523969688
0,12,75042517891873,75042539549588
1,13,75042548375547,75042560122430
0,13,75042548375517,75042575680910
1,14,75042584627309,75042591224541
0,14,75042584627279,75042606784112
1,15,75042617834808,75042627380683
0,15,75042617834778,75042642942834
1,16,75042653648172,75042658483555
0,16,75042653648142,75042674051715
1,17,75042683430741,75042689579036
0,17,75042683430711,75042710176737
1,18,75042718640489,75042725700678
0,18,75042718640459,75042741250089
1,19,75042750676785,75042756754010
0,19,75042750676755,75042777353271
1,20,75042786375690,75042792869882
0,20,75042786375660,75042808416133
1,21,75042818804113,75042823936414
0,21,75042818804043,75042839375875
1,22,75042848656132,75042859910217
0,22,75042848656102,75042875346248
1,23,75042883755160,75042890778999
0,23,75042883755130,75042906216451
1,24,75042914477303,75042926702383
0,24,75042914477263,75042942134984
1,25,75042949556022,75042957567996
0,25,75042949555902,75042973057517
1,26,75042980582623,75042993546599
0,26,75042980582593,75043009038560
1,27,75043015762301,75043024470781
0,27,75043015762271,75043039964472
1,28,75043047894286,75043060453564
0,28,75043047894256,75043075941805
1,29,75043082538137,75043091376777
0,29,75043082538107,75043106809938
1,30,75043113836667,75043127297680
0,30,75043113836627,75043142731011
1,31,75043148418699,75043158209702
0,31,75043148418669,75043173694703
1,32,75043179435760,75043194228215
0,32,75043179435730,75043209718966
1,33,75043216888595,75043225150768
0,33,75043216888565,75043240585789
1,34,75043247785138,75043256020900
0,34,75043247785018,75043276506213
1,35,75043282810846,75043291990294
0,35,75043282810826,75043307424505
1,36,75043314580954,75043322938686
0,36,75043314580924,75043343856095
1,37,75043351627421,75043359676415
0,37,75043351627391,75043375249795
1,38,75043382697992,75043390791706
0,38,75043382697922,75043406356846
1,39,75043414665268,75043426948608
0,39,75043414665238,75043442521258
1,40,75043451633306,75043458068139
0,40,75043451633216,75043473526100
1,41,75043482501109,75043494035002
0,41,75043482501089,75043509491523
1,42,75043517725416,75043524979414
0,42,75043517725396,75043540418576
1,43,75043549780712,75043560965558
0,43,75043549780692,75043576402789
1,44,75043585630316,75043591873520
0,44,75043585630256,75043607332721
1,45,75043615543084,75043622822142
0,45,75043615543054,75043643315814
1,46,75043653479976,75043658748516
0,46,75043653479916,75043674188587
1,47,75043683842441,75043689622018
0,47,75043683842371,75043710110051
1,48,75043719515126,75043725545172
0,48,75043719515106,75043741037633
1,49,75043749885352,75043756470964
0,49,75043749885292,75043776958716
1,50,75043785838385,75043792483627
0,50,75043785838355,75043808361136
1,51,75043816682998,75043824182745
0,51,75043816682978,75043840004664
1,52,75043849834747,75043860915384
0,52,75043849834727,75043876752963
1,53,75043886913694,75043892590322
0,53,75043886913674,75043908445051
1,54,75043916449515,75043924291759
0,54,75043916449485,75043940112059
1,55,75043948746279,75043955936818
0,55,75043948746209,75043976867067
1,56,75043985454448,75043992732426
0,56,75043985454408,75044008581035
1,57,75044017537054,75044024421644
0,57,75044017537034,75044040256113
1,58,75044047746160,75044056073872
0,58,75044047746130,75044076966122
1,59,75044084501149,75044092798611
0,59,75044084501129,75044108632590
1,60,75044116549465,75044124483339
0,60,75044116549425,75044140345878
1,61,75044147886374,75044156172747
0,61,75044147886354,75044177030917
1,62,75044184672853,75044192856476
0,62,75044184672833,75044208687235
1,63,75044215573535,75044224523084
0,63,75044215573505,75044240376473
1,64,75044247574342,75044256208702
0,64,75044247574312,75044277096012
1,65,75044285655353,75044292913351
0,65,75044285655323,75044308747180
1,66,75044316758854,75044324577989
0,66,75044316758814,75044340435608
1,67,75044347550467,75044356263397
0,67,75044347550447,75044377144337
# complete
