298,0,0,319,1,3,0,-46,6
R,104,68458,0
R,107,64454,0
R,110,61023,0
R,113,58189,0
R,116,56046,0
R,117,55417,1
R,119,54204,0
R,122,52853,1
R,123,52403,1
R,125,51672,0
R,126,51362,0
R,130,50123,1
R,132,49539,1
R,135,49003,1
R,137,48645,0
R,147,46953,1
R,151,46636,1
R,163,45683,0
R,181,44345,0
R,189,44171,0
R,197,43997,1
R,198,43975,1
R,224,43409,1
C,34,26,1,248,102,2626
C,29,30,1,229,103,3030
C,24,36,1,201,105,3636
C,19,46,1,222,107,4646
C,14,64,1,186,111,6464
C,7,100,1,119,119,10100
