# clock_hz=120,fenced=1,submitted=64,acknowledged=64,unrecorded=0,timeout=0,run_ticks=876,startup_ticks=2,drain_ticks=0,workload=1,no_sky=0,no_traffic=0,mirror=0,light=0,recorded=64,pose_hash=4051303552,road_bytes=116157,fixed_bands=1
start,interval,physics,projection,submit,fence,road_bytes,cars,mirrored,geometry,bands,pose,band_count
0,0,0,6,2,2,1353,6,0,4,2,0,11
10,10,0,6,2,2,1245,6,0,4,2,1,10
20,10,0,8,2,2,1110,6,0,4,4,2,9
32,12,0,10,2,2,1353,6,0,6,4,3,11
46,14,0,8,6,2,1245,6,0,6,2,4,10
62,16,0,10,2,2,1353,6,0,6,4,5,11
76,14,2,8,2,2,1245,6,0,4,4,6,10
90,14,0,6,2,2,1110,6,0,4,2,7,9
100,10,0,6,4,2,1461,6,0,4,2,8,12
112,12,0,6,4,2,2001,6,0,4,2,9,17
124,12,0,10,4,2,2757,6,0,4,6,10,23
140,16,0,10,4,2,2838,6,0,6,4,11,24
156,16,0,10,4,2,2622,6,0,4,6,12,22
172,16,0,10,2,2,2082,6,0,4,6,13,17
186,14,0,10,6,2,1569,6,0,6,4,14,13
204,18,0,8,4,2,2028,6,0,6,2,15,17
218,14,0,8,2,2,2136,6,0,4,4,16,18
230,12,0,8,4,2,2352,6,0,4,4,17,20
244,14,0,8,4,2,2163,6,0,4,4,18,18
258,14,0,8,2,2,1380,6,0,6,2,19,11
270,12,0,8,4,2,1569,6,0,6,2,20,13
284,14,0,8,4,2,1677,6,0,6,2,21,14
298,14,0,8,4,2,1974,6,0,6,2,22,17
312,14,0,10,4,2,2649,6,0,6,4,23,22
328,16,0,8,4,2,2379,6,0,4,4,24,20
342,14,0,10,4,2,2541,6,0,6,4,25,21
358,16,0,8,4,2,2028,6,0,6,2,26,17
372,14,0,8,2,2,1488,6,0,6,2,27,12
384,12,0,8,2,2,1596,6,0,4,4,28,13
396,12,0,10,4,2,2136,6,0,6,4,29,18
412,16,0,12,4,2,2973,6,0,6,6,30,25
430,18,0,10,4,2,2406,6,0,4,6,31,20
446,16,0,8,2,2,1245,6,0,4,4,32,10
458,12,0,8,4,2,1569,6,0,6,2,33,13
472,14,0,8,4,2,1461,6,0,6,2,34,12
486,14,0,10,2,2,1812,6,0,6,4,35,15
500,14,0,10,2,2,2136,6,0,4,6,36,18
514,14,0,8,4,2,1785,6,0,6,2,37,15
528,14,0,8,4,2,2055,6,0,6,2,38,17
542,14,0,10,2,2,1920,6,0,6,4,39,16
556,14,0,8,4,2,2082,6,0,4,4,40,17
570,14,0,8,4,2,1920,6,0,6,2,41,16
584,14,0,8,4,2,1812,6,0,6,2,42,15
598,14,0,10,2,2,1920,6,0,6,4,43,16
612,14,0,10,2,2,2028,6,0,6,4,44,17
626,14,0,10,4,2,2406,6,0,6,4,45,20
642,16,0,8,4,2,1920,6,0,6,2,46,16
656,14,0,8,4,2,1677,6,0,6,2,47,14
670,14,0,8,4,2,2055,6,0,6,2,48,17
684,14,0,10,2,2,2028,6,0,6,4,49,17
698,14,0,10,4,2,2271,6,0,6,4,50,19
714,16,0,10,2,2,2379,6,0,4,6,51,20
728,14,0,10,2,2,2163,6,0,6,4,52,18
742,14,0,10,2,2,2082,6,0,6,4,53,17
756,14,0,8,2,2,1245,6,0,6,2,54,10
768,12,0,8,2,2,1353,6,0,6,2,55,11
780,12,0,8,2,2,1245,6,0,4,4,56,10
792,12,0,8,2,2,1110,6,0,6,2,57,9
804,12,0,8,2,2,1353,6,0,6,2,58,11
816,12,0,8,2,2,1245,6,0,6,2,59,10
828,12,0,8,2,2,1353,6,0,6,2,60,11
840,12,0,8,2,2,1245,6,0,6,2,61,10
852,12,0,8,2,2,1110,6,0,6,2,62,9
864,12,0,8,2,2,1353,6,0,4,4,63,11
# complete
