kind,ordinal,begin_ns,end_ns
1,0,88575377441253,88575387367610
0,0,88575377438993,88575403964330
1,1,88582362077053,88582362078193
0,1,88582362076003,88582372647887
1,2,88582380665214,88582388059824
0,2,88582380665194,88582403528451
1,3,88582407200411,88582424045981
0,3,88582407200391,88582439642017
1,4,88582468998949,88582468999009
0,4,88582468998929,88582470921319
1,5,88582474007902,88582486517885
0,5,88582474007862,88582507042535
1,6,88582510764455,88582522507572
0,6,88582510764415,88582537988509
1,7,88582541372711,88582553628715
0,7,88582541372431,88582574143554
1,8,88582578327082,88582589784720
0,8,88582578327052,88582605254137
1,9,88582608982977,88582620703044
0,9,88582608982857,88582636182251
1,10,88582639770292,88582657079709
0,10,88582639770272,88582672916354
1,11,88582676614304,88582688552390
0,11,88582676614274,88582704041837
1,12,88582707744067,88582719565964
0,12,88582707744037,88582740065213
1,13,88582743781754,88582755820869
0,13,88582743781674,88582771345055
1,14,88582775419054,88582786820302
0,14,88582775419034,88582807553701
1,15,88582812013637,88582823030858
0,15,88582812013607,88582838531475
1,16,88582843074730,88582854069101
0,16,88582843074630,88582869668777
1,17,88582874212053,88582890370376
0,17,88582874211963,88582906222391
1,18,88582910794077,88582922003976
0,18,88582910793987,88582937490933
1,19,88582941819080,88582953352348
0,19,88582941818990,88582969232293
1,20,88582972963483,88582990162780
0,20,88582972963443,88583006021085
1,21,88583010491521,88583021867580
0,21,88583010491501,88583037745815
1,22,88583041432815,88583053603510
0,22,88583041432785,88583069450895
1,23,88583073417863,88583090392102
0,23,88583073417823,88583106267067
1,24,88583110299445,88583122049182
0,24,88583110299355,88583137839037
1,25,88583141072610,88583153698152
0,25,88583141072580,88583169571247
1,26,88583173014428,88583190504154
0,26,88583173014388,88583206370949
1,27,88583209482523,88583222245934
0,27,88583209482483,88583238083699
1,28,88583241059653,88583253574336
0,28,88583241059613,88583274011426
1,29,88583277460527,88583289486963
0,29,88583277460507,88583304956330
1,30,88583307459206,88583320441087
0,30,88583307459186,88583335922514
1,31,88583338457300,88583356443273
0,31,88583338457270,88583371892750
1,32,88583374551816,88583387412667
0,32,88583374551626,88583402796284
1,33,88583405703809,88583423306604
0,33,88583405703779,88583438760201
1,34,88583441591776,88583454222028
0,34,88583441591736,88583470080593
1,35,88583473665194,88583485947328
0,35,88583473665164,88583506887845
1,36,88583509622271,88583522745950
0,36,88583509622241,88583538600525
1,37,88583541803258,88583554455570
0,37,88583541803228,88583570247415
1,38,88583573818916,88583590773695
0,38,88583573818866,88583606233622
1,39,88583609921312,88583621696739
0,39,88583609921272,88583637141646
1,40,88583641524532,88583652579843
0,40,88583641524502,88583673081513
1,41,88583677400790,88583688533880
0,41,88583677400770,88583703988537
1,42,88583708385653,88583719449814
0,42,88583708385633,88583739958454
1,43,88583743889893,88583755828728
0,43,88583743889853,88583771672413
1,44,88583775421583,88583787687417
0,44,88583775421553,88583803544122
1,45,88583807353182,88583819404297
0,45,88583807353152,88583840453704
1,46,88583845366718,88583856284129
0,46,88583845366648,88583871752626
1,47,88583876256332,88583887254383
0,47,88583876256292,88583902740970
1,48,88583906686638,88583923278769
0,48,88583906686608,88583938756386
1,49,88583942031859,88583954241723
0,49,88583942031839,88583969712240
1,50,88583973364800,88583990539368
0,50,88583973364760,88584006002845
1,51,88584009789505,88584021464842
0,51,88584009789425,88584036921809
1,52,88584040860728,88584057448149
0,52,88584040860648,88584072916696
1,53,88584076826675,88584088393113
0,53,88584076826645,88584103850220
1,54,88584107341591,88584119338316
0,54,88584107341561,88584139862876
1,55,88584143430357,88584155344493
0,55,88584143430337,88584170820700
1,56,88584174073492,88584186308197
0,56,88584174073462,88584206843726
1,57,88584211338152,88584222342993
0,57,88584211338122,88584237819780
1,58,88584241775929,88584253375957
0,58,88584241775839,88584269253671
1,59,88584272705653,88584289793861
0,59,88584272705623,88584305296268
1,60,88584309269996,88584320874224
0,60,88584309269966,88584336469920
1,61,88584340601598,88584357075400
0,61,88584340601568,88584372664616
1,62,88584376387866,88584388231732
0,62,88584376387816,88584403730469
1,63,88584407561158,88584419233546
0,63,88584407561058,88584439774115
1,64,88584443726614,88584455280292
0,64,88584443726524,88584470771379
1,65,88584474945377,88584486280626
0,65,88584474945287,88584506959605
1,66,88584510885034,88584522698410
0,66,88584510884954,88584538578675
1,67,88584542960451,88584554062852
0,67,88584542960421,88584569708698
# complete
