kind,ordinal,begin_ns,end_ns
1,0,88509244882435,88509253093091
0,0,88509244879665,88509269918811
1,1,88511494306145,88511494307445
0,1,88511494305185,88511500104894
1,2,88511526469492,88511526470182
0,2,88511526469222,88511536515148
1,3,88511552694311,88511552694761
0,3,88511552694041,88511567824310
1,4,88511608502302,88511608502882
0,4,88511608502232,88511619910700
1,5,88511636428622,88511636428872
0,5,88511636428412,88511651316812
1,6,88511663461857,88511667009018
0,6,88511663461837,88511682700633
1,7,88511691656695,88511703490202
0,7,88511691656595,88511719186187
1,8,88511727640762,88511734880423
0,8,88511727640682,88511750577839
1,9,88511758735655,88511766275034
0,9,88511758735625,88511787044943
1,10,88511796502952,88511802747359
0,10,88511796502742,88511818529254
1,11,88511828723359,88511834202390
0,11,88511828723269,88511849589557
1,12,88511858452679,88511870144717
0,12,88511858452609,88511885644483
1,13,88511895754199,88511901143480
0,13,88511895754159,88511916627057
1,14,88511925302120,88511937198486
0,14,88511925302020,88511952728803
1,15,88511962550300,88511968571128
0,15,88511962550250,88511984425033
1,16,88511994297460,88511999899550
0,16,88511994297410,88512020482699
1,17,88512029281492,88512036006596
0,17,88512029281442,88512051499343
1,18,88512060752883,88512067008049
0,18,88512060752813,88512082536216
1,19,88512091300079,88512103317654
0,19,88512091300059,88512119175879
1,20,88512128460719,88512134991524
0,20,88512128460639,88512150530811
1,21,88512161527852,88512166387966
0,21,88512161527772,88512187009515
1,22,88512196299605,88512202842610
0,22,88512196299585,88512218375527
1,23,88512227494998,88512233872773
0,23,88512227494578,88512249373440
1,24,88512257420437,88512269909190
0,24,88512257420347,88512285779535
1,25,88512293444343,88512301652629
0,25,88512293444223,88512317525094
1,26,88512324429467,88512333510048
0,26,88512324429387,88512349007645
1,27,88512355565850,88512369562005
0,27,88512355565780,88512385400350
1,28,88512392766390,88512400896676
0,28,88512392766340,88512416366113
1,29,88512422703149,88512436937423
0,29,88512422703099,88512452526859
1,30,88512459598311,88512468006776
0,30,88512459598251,88512483579002
1,31,88512490540095,88512499102559
0,31,88512490540005,88512519744568
1,32,88512526362672,88512535294885
0,32,88512526362582,88512550883401
1,33,88512557469076,88512566366878
0,33,88512557468996,88512586916317
1,34,88512593327063,88512602404584
0,34,88512593327043,88512617892891
1,35,88512624770984,88512633371338
0,35,88512624770914,88512648897114
1,36,88512656485744,88512669423964
0,36,88512656485664,88512684887921
1,37,88512692540700,88512700349278
0,37,88512692540620,88512715809725
1,38,88512723654483,88512736341075
0,38,88512723654403,88512751826872
1,39,88512760840303,88512767290199
0,39,88512760840253,88512782802255
1,40,88512791293920,88512803412765
0,40,88512791293830,88512818954801
1,41,88512828243791,88512834397068
0,41,88512828243611,88512849935245
1,42,88512858370920,88512870478145
0,42,88512858370820,88512885956801
1,43,88512895426471,88512901426098
0,43,88512895426401,88512916908655
1,44,88512926537554,88512932387532
0,44,88512926537474,88512952937332
1,45,88512961319637,88512968426359
0,45,88512961319577,88512983882446
1,46,88512993558893,88512999334893
0,46,88512993558823,88513019840612
1,47,88513029830849,88513035377879
0,47,88513029830759,88513051228044
1,48,88513060593864,88513066716631
0,48,88513060593824,88513082202118
1,49,88513090498613,88513102767467
0,49,88513090498553,88513118259544
1,50,88513127698343,88513133725141
0,50,88513127698303,88513149196458
1,51,88513157496933,88513169713298
0,51,88513157496893,88513185196754
1,52,88513193360941,88513200658351
0,52,88513193360921,88513216122058
1,53,88513225871206,88513236659328
0,53,88513225871176,88513252126095
1,54,88513260448540,88513267580362
0,54,88513260448510,88513283005079
1,55,88513291405924,88513303505379
0,55,88513291405894,88513318956616
1,56,88513327717949,88513334418993
0,56,88513327717919,88513349825790
1,57,88513358351595,88513370395890
0,57,88513358351465,88513385968256
1,58,88513393617165,88513401478923
0,58,88513393617035,88513417004850
1,59,88513424406760,88513432490766
0,59,88513424406700,88513453058716
1,60,88513460767025,88513468549713
0,60,88513460766985,88513484059909
1,61,88513491543689,88513499562006
0,61,88513491543649,88513520168276
1,62,88513527349377,88513535675232
0,62,88513527349297,88513551261209
1,63,88513558772408,88513566800655
0,63,88513558772308,88513582398401
1,64,88513590588957,88513602930111
0,64,88513590588527,88513618429458
1,65,88513625439840,88513633945024
0,65,88513625439780,88513649449351
1,66,88513657635797,88513670016061
0,66,88513657635717,88513685855446
1,67,88513693419645,88513701376332
0,67,88513693419585,88513716889419
# complete
