# clock_hz=120,fenced=1,submitted=64,acknowledged=64,unrecorded=0,timeout=0,run_ticks=868,startup_ticks=2,drain_ticks=0,workload=1,no_sky=0,no_traffic=0,mirror=0,light=0,recorded=64,pose_hash=4051303552,road_bytes=112809,fixed_bands=1
start,interval,physics,projection,submit,fence,road_bytes,cars,mirrored,geometry,bands,pose,band_count
0,0,0,8,2,2,1353,6,0,6,2,0,11
12,12,0,8,2,2,1245,6,0,6,2,1,10
24,12,0,8,2,2,1110,6,0,6,2,2,9
36,12,0,8,2,2,1353,6,0,4,4,3,11
48,12,0,8,2,2,1245,6,0,4,4,4,10
60,12,0,8,2,2,1353,6,0,4,4,5,11
72,12,0,8,2,2,1245,6,0,4,4,6,10
84,12,0,8,2,2,1110,6,0,6,2,7,9
96,12,0,8,2,2,1353,6,0,4,4,8,11
108,12,0,8,4,2,1893,6,0,4,4,9,16
122,14,0,10,4,2,2649,6,0,6,4,10,22
138,16,0,10,4,2,2730,6,0,4,6,11,23
154,16,0,10,4,2,2622,6,0,6,4,12,22
170,16,0,10,2,2,2082,6,0,4,6,13,17
184,14,0,8,2,2,1461,6,0,4,4,14,12
196,12,0,8,4,2,1920,6,0,6,2,15,16
210,14,0,10,2,2,2028,6,0,6,4,16,17
224,14,0,10,4,2,2163,6,0,6,4,17,18
240,16,0,10,2,2,2163,6,0,4,6,18,18
254,14,0,8,2,2,1569,6,0,4,4,19,13
266,12,0,8,4,2,1569,6,0,6,2,20,13
280,14,0,8,4,2,1569,6,0,4,4,21,13
294,14,0,10,2,2,1866,6,0,6,4,22,16
308,14,0,10,4,2,2649,6,0,6,4,23,22
324,16,0,10,4,2,2379,6,0,4,6,24,20
340,16,0,10,4,2,2541,6,0,6,4,25,21
356,16,0,8,4,2,1785,6,0,4,4,26,15
370,14,0,8,2,2,1488,6,0,6,2,27,12
382,12,0,8,4,2,1596,6,0,6,2,28,13
396,14,0,8,4,2,2028,6,0,4,4,29,17
410,14,0,10,4,2,2865,6,0,4,6,30,24
426,16,0,10,4,2,2406,6,0,6,4,31,20
442,16,0,8,2,2,1245,6,0,4,4,32,10
454,12,0,8,2,2,1461,6,0,4,4,33,12
466,12,0,8,2,2,1461,6,0,4,4,34,12
478,12,0,8,4,2,1704,6,0,4,4,35,14
492,14,0,8,4,2,2028,6,0,6,2,36,17
506,14,0,8,4,2,1677,6,0,4,4,37,14
520,14,0,8,4,2,2055,6,0,4,4,38,17
534,14,0,8,4,2,1704,6,0,4,4,39,14
548,14,0,8,4,2,1785,6,0,4,4,40,15
562,14,0,8,4,2,1920,6,0,6,2,41,16
576,14,0,8,4,2,1677,6,0,6,2,42,14
590,14,0,8,4,2,1812,6,0,4,4,43,15
604,14,0,8,4,2,1920,6,0,6,2,44,16
618,14,0,10,4,2,2298,6,0,6,4,45,19
634,16,0,8,4,2,1812,6,0,4,4,46,15
648,14,0,8,4,2,1704,6,0,4,4,47,14
662,14,0,8,4,2,1947,6,0,4,4,48,16
676,14,0,8,4,2,1920,6,0,4,4,49,16
690,14,0,10,2,2,2163,6,0,4,6,50,18
704,14,0,10,4,2,2271,6,0,6,4,51,19
720,16,0,10,2,2,2163,6,0,4,6,52,18
734,14,0,10,2,2,2082,6,0,6,4,53,17
748,14,0,8,2,2,1245,6,0,6,2,54,10
760,12,0,8,2,2,1353,6,0,6,2,55,11
772,12,0,8,2,2,1245,6,0,6,2,56,10
784,12,0,8,2,2,1110,6,0,6,2,57,9
796,12,0,8,2,2,1353,6,0,4,4,58,11
808,12,0,8,2,2,1245,6,0,6,2,59,10
820,12,0,8,2,2,1353,6,0,4,4,60,11
832,12,0,8,2,2,1245,6,0,4,4,61,10
844,12,0,8,2,2,1110,6,0,4,4,62,9
856,12,0,8,2,2,1353,6,0,4,4,63,11
# complete
