4,2,318,319,1,0,0,106,6
R,104,32285,0
R,105,33477,0
R,107,34774,0
R,111,36053,0
R,116,37107,1
R,117,37281,0
R,120,37669,1
R,123,38002,0
R,127,38414,1
R,128,38478,1
R,132,38727,0
R,140,39144,1
R,141,39175,1
R,151,39490,0
R,161,39742,0
R,172,39861,1
R,207,40240,1
R,219,40356,0
R,224,40358,0
C,32,22,0,140,101,0
C,27,26,0,133,102,0
C,22,32,0,121,104,0
C,16,38,0,154,105,0
C,11,50,0,138,108,0
C,6,70,0,107,112,0
