6,-14,0,13,1,3,0,109,17,6
126,104,32307
130,105,33424
133,106,34173
138,109,35450
144,116,37097
146,118,37396
147,121,37794
149,124,38157
149,126,38334
150,129,38565
152,135,38957
152,138,39084
153,144,39338
154,155,39647
155,159,39718
157,187,40218
157,189,40224
157,224,40361
32,26,0,144,102,0
27,30,0,135,103,0
21,36,0,120,105,0
16,46,0,157,107,0
11,64,0,138,111,0
6,100,0,89,119,0
