0,0,0,0,0,3,0,109,10,6
160,104,40960
160,116,40960
160,117,40960
160,120,40960
160,123,40960
160,127,40960
160,132,40960
160,140,40960
160,153,40961
160,175,40961
160,224,40962
30,26,0,166,102,0
25,30,0,155,103,0
20,36,0,137,105,0
15,46,0,171,107,0
10,64,0,148,111,0
5,100,0,96,119,0
