kind,ordinal,begin_ns,end_ns
1,0,88599522776365,88599532287564
0,0,88599522773935,88599549018674
1,1,88611396369940,88611396370890
0,1,88611396369200,88611399389134
1,2,88611406828544,88611414879751
0,2,88611406828424,88611430896145
1,3,88611433413282,88611446840229
0,3,88611433413252,88611467584548
1,4,88611489681039,88611489681209
0,4,88611489680869,88611498822130
1,5,88611501397856,88611514341097
0,5,88611501397746,88611534937536
1,6,88611537603422,88611550787941
0,6,88611537603352,88611566305048
1,7,88611568669535,88611581913454
0,7,88611568669505,88611597892178
1,8,88611600456594,88611613719543
0,8,88611600456484,88611634250553
1,9,88611637653715,88611649719640
0,9,88611637653645,88611665208337
1,10,88611667876542,88611680710903
0,10,88611667876422,88611701217773
1,11,88611704394816,88611716673070
0,11,88611704394746,88611732132547
1,12,88611734699884,88611747612944
0,12,88611734699794,88611768127124
1,13,88611772242612,88611783591671
0,13,88611772242542,88611799006398
1,14,88611802958387,88611814474395
0,14,88611802958307,88611835100834
1,15,88611839863259,88611850488572
0,15,88611839863179,88611865938879
1,16,88611870875302,88611881492025
0,16,88611870875182,88611896865763
1,17,88611900258664,88611917395772
0,17,88611900258594,88611932877739
1,18,88611935631925,88611948330316
0,18,88611935631855,88611963853303
1,19,88611967196315,88611984385743
0,19,88611967196005,88611999895879
1,20,88612003465160,88612015368376
0,20,88612003465090,88612030808663
1,21,88612034511833,88612051307563
0,21,88612034511753,88612066754680
1,22,88612070596210,88612082208447
0,22,88612070596140,88612097679444
1,23,88612101075846,88612118174134
0,23,88612101075756,88612133616441
1,24,88612136968433,88612149057748
0,24,88612136968363,88612164500865
1,25,88612167820728,88612184997395
0,25,88612167820648,88612200476622
1,26,88612204477131,88612215941399
0,26,88612204477051,88612231395216
1,27,88612234989787,88612246870043
0,27,88612234989717,88612267371003
1,28,88612272068518,88612282962869
0,28,88612272068368,88612298369106
1,29,88612302061007,88612313818504
0,29,88612302060927,88612334317083
1,30,88612338391712,88612349766320
0,30,88612338391632,88612365208688
1,31,88612368185601,88612380686604
0,31,88612368185511,88612401178004
1,32,88612404821255,88612416621651
0,32,88612404821175,88612432067968
1,33,88612435094512,88612447529985
0,33,88612435094432,88612468025255
1,34,88612471723005,88612483513682
0,34,88612471722955,88612498957449
1,35,88612502395641,88612514411076
0,35,88612502395621,88612534978396
1,36,88612537860500,88612550957630
0,36,88612537860460,88612566446727
1,37,88612569356411,88612581987703
0,37,88612569356371,88612597731739
1,38,88612600575794,88612613547934
0,38,88612600575754,88612634084404
1,39,88612636909978,88612649565551
0,39,88612636909948,88612665007178
1,40,88612668425819,88612680501174
0,40,88612668425779,88612701005704
1,41,88612703874179,88612716485381
0,41,88612703874029,88612731971938
1,42,88612735259460,88612747451545
0,42,88612735259440,88612767971305
1,43,88612770951439,88612783441092
0,43,88612770951399,88612798914008
1,44,88612801981792,88612814401605
0,44,88612801981712,88612834916455
1,45,88612838237817,88612850318422
0,45,88612838237717,88612865696180
1,46,88612868933172,88612881168627
0,46,88612868933122,88612901717636
1,47,88612905091688,88612917197433
0,47,88612905091568,88612932643780
1,48,88612935819083,88612948084797
0,48,88612935819063,88612963539774
1,49,88612967069825,88612984059684
0,49,88612967069795,88612999531371
1,50,88613002919583,88613015013168
0,50,88613002919333,88613030506335
1,51,88613033829597,88613051005655
0,51,88613033829537,88613066469782
1,52,88613069880003,88613081927339
0,52,88613069879973,88613097394456
1,53,88613100319510,88613117897155
0,53,88613100319230,88613133346112
1,54,88613137433401,88613148789109
0,54,88613137433371,88613164237126
1,55,88613167564059,88613184735696
0,55,88613167563919,88613200190273
1,56,88613204476260,88613215631931
0,56,88613204476240,88613231097997
1,57,88613235122806,88613251595197
0,57,88613235122486,88613267006745
1,58,88613269672920,88613282481392
0,58,88613269672870,88613297949708
1,59,88613300505965,88613313403805
0,59,88613300505765,88613333907405
1,60,88613336281473,88613349420072
0,60,88613336281233,88613364909239
1,61,88613367429405,88613380365406
0,61,88613367429335,88613400897836
1,62,88613403301633,88613416402432
0,62,88613403301553,88613431870529
1,63,88613434516455,88613447315426
0,63,88613434516405,88613467860056
1,64,88613470327533,88613483356893
0,64,88613470327473,88613498838690
1,65,88613501382246,88613514286377
0,65,88613501382076,88613534839296
1,66,88613537255783,88613550320783
0,66,88613537255713,88613565810660
1,67,88613568387186,88613581254677
0,67,88613568387166,88613601744177
# complete
