kind,ordinal,begin_ns,end_ns
1,0,88552992609977,88553006350803
0,0,88552992607007,88553022747925
1,1,88555244809592,88555244810692
0,1,88555244808962,88555256059561
1,2,88555276995819,88555276996029
0,2,88555276995749,88555286932956
1,3,88555298943601,88555307513315
0,3,88555298943581,88555322968672
1,4,88555365235845,88555365235945
0,4,88555365235505,88555369282313
1,5,88555385931954,88555389812803
0,5,88555385931934,88555405295800
1,6,88555410813830,88555420759827
0,6,88555410813780,88555436213494
1,7,88555441845154,88555456737184
0,7,88555441845134,88555472209001
1,8,88555479186283,88555487670058
0,8,88555479186253,88555503113215
1,9,88555510063237,88555523615335
0,9,88555510063187,88555539058442
1,10,88555546201663,88555554532438
0,10,88555546201603,88555569981645
1,11,88555577123127,88555590860363
0,11,88555577123057,88555606733198
1,12,88555612203269,88555622150275
0,12,88555612203229,88555637601832
1,13,88555644833864,88555653060679
0,13,88555644833824,88555673570929
1,14,88555682737430,88555689006826
0,14,88555682737060,88555704481603
1,15,88555713809463,88555719958750
0,15,88555713809393,88555740480390
1,16,88555749800910,88555755945347
0,16,88555749800840,88555771419024
1,17,88555778873104,88555786798591
0,17,88555778872934,88555807247051
1,18,88555814202704,88555822661739
0,18,88555814202534,88555838067836
1,19,88555846204832,88555853477023
0,19,88555846204582,88555873932753
1,20,88555882220439,88555889418260
0,20,88555882220279,88555904830217
1,21,88555913099043,88555920348374
0,21,88555913098973,88555940787444
1,22,88555948968150,88555956285511
0,22,88555948968060,88555971759158
1,23,88555978196623,88555987236635
0,23,88555978196533,88556002725971
1,24,88556009284246,88556023269861
0,24,88556009283986,88556038651279
1,25,88556044987975,88556054112566
0,25,88556044987915,88556069584602
1,26,88556076990763,88556090112542
0,26,88556076990683,88556105570169
1,27,88556114089893,88556121004026
0,27,88556114089823,88556136470993
1,28,88556145104597,88556156968253
0,28,88556145104527,88556172415440
1,29,88556180858425,88556187863197
0,29,88556180858345,88556203342994
1,30,88556211133622,88556223832174
0,30,88556211133552,88556239281531
1,31,88556246132814,88556254766038
0,31,88556246132734,88556270332894
1,32,88556277030388,88556286187619
0,32,88556277030318,88556307075627
1,33,88556314824545,88556322538174
0,33,88556314824475,88556338003181
1,34,88556348318596,88556353474258
0,34,88556348318506,88556369316203
1,35,88556377784167,88556389879112
0,35,88556377784087,88556405394959
1,36,88556411998044,88556421195574
0,36,88556411997924,88556436709631
1,37,88556442954867,88556452552066
0,37,88556442954837,88556473134675
1,38,88556479895239,88556488970020
0,38,88556479895219,88556504805155
1,39,88556511962277,88556520628100
0,39,88556511962257,88556536151917
1,40,88556543033220,88556557087744
0,40,88556543033190,88556572890810
1,41,88556580096721,88556588382676
0,41,88556580096691,88556603938623
1,42,88556611933310,88556619525009
0,42,88556611933160,88556640413317
1,43,88556648210065,88556656286452
0,43,88556648210005,88556672115427
1,44,88556679857545,88556687581404
0,44,88556679857485,88556703148080
1,45,88556710988488,88556723685930
0,45,88556710988228,88556739202126
1,46,88556746902685,88556755022771
0,46,88556746902665,88556770487638
1,47,88556777754329,88556785961875
0,47,88556777754299,88556806488025
1,48,88556814181734,88556821949652
0,48,88556814181554,88556837454729
1,49,88556845096768,88556852873666
0,49,88556845096698,88556873327176
1,50,88556880936795,88556888831083
0,50,88556880936535,88556904318320
1,51,88556911988279,88556919826546
0,51,88556911988159,88556940375946
1,52,88556947852586,88556955846213
0,52,88556947852556,88556971311010
1,53,88556978848519,88556986782577
0,53,88556978848489,88557007306737
1,54,88557015219674,88557022767164
0,54,88557015219614,88557038505649
1,55,88557046813424,88557054309084
0,55,88557046813394,88557069781241
1,56,88557077962407,88557090353781
0,56,88557077962387,88557105852737
1,57,88557113859804,88557121336614
0,57,88557113859454,88557136737692
1,58,88557142907488,88557157168962
0,58,88557142907438,88557172987917
1,59,88557179204194,88557188482574
0,59,88557179204124,88557203954641
1,60,88557211182982,88557219437427
0,60,88557211182952,88557239962327
1,61,88557245273439,88557255422784
0,61,88557245273409,88557270870561
1,62,88557276203473,88557286334268
0,62,88557276203453,88557306843858
1,63,88557313066455,88557322349185
0,63,88557313066425,88557337815172
1,64,88557344063508,88557353316158
0,64,88557344063478,88557373936688
1,65,88557380094625,88557389492944
0,65,88557380094545,88557405057211
1,66,88557411131768,88557420591727
0,66,88557411131678,88557436112374
1,67,88557441807293,88557456694373
0,67,88557441807213,88557472298169
# complete
